idx,result,text,clean
267,Neutral,Pernyataan pejabat akan selalu dikritik #Prabowo https://t.co/krNBl8LCi9,pernyataan pejabat akan selalu dikritik prabowo 
268,Negative,"@PutraKur080808 @aniesbaswedan @prabowo Takdir itu klo sdh terjadi, pemilu aja belum dilaksanakan, hitung kpu kok bisa bilang takdir presiden prabowo asal ngomong ente", putrakur aniesbaswedan prabowo takdir itu klo sdh terjadi pemilu aja belum dilaksanakan hitung kpu kok bisa bilang takdir presiden prabowo asal ngomong ente
269,Neutral,@BANGSAygSUJUD @prabowo @alextham878 @Lembayung071 @Minietweets_ @mpoklela7 @Kimberley_2024 @P4P4B0W0_2024 @bengkeldodo @99propaganda @Chaves1305 @ajengcute16__ okey doa yg terbaik untuk no 1🙏🥰, bangsaygsujud prabowo alextham lembayung minietweets_ mpoklela kimberley_ p w _ bengkeldodo propaganda chaves ajengcute __ okey doa yg terbaik untuk no 
270,Neutral,@kimihsanmuri @tvOneNews @ridwankamil @gibran_tweet Ada kemungkinan ga @gibran_tweet  diganti gitu ama @ridwankamil ? Klo ada gw langsung pilih prabowo nih, kimihsanmuri tvonenews ridwankamil gibran_tweet ada kemungkinan ga gibran_tweet diganti gitu ama ridwankamil klo ada gw langsung pilih prabowo nih
271,Negative,@NenkMonica @ridwankamil Saya tidak suka pemimpin yang sering berbohong dan PHP makanya  2014 dan 2019 tidak memilih Jokowi. Memang klo sudah tidak suka tidak dapat berpikir yang lainnya. Sudahlah pilihan kang Emil mendukung Prabowo Gibran. Saya mah menyukai pemimpin yang amanah. #AMINAjaDulu, nenkmonica ridwankamil saya tidak suka pemimpin yang sering berbohong dan php makanya dan tidak memilih jokowi memang klo sudah tidak suka tidak dapat berpikir yang lainnya sudahlah pilihan kang emil mendukung prabowo gibran saya mah menyukai pemimpin yang amanah aminajadulu
272,Negative,"@AMaulanaZ2019 @cak_ipho @ferrykoto Dan lebih bnyak lagi yg asal bukan jokowi dan Prabowo karena sama2 penghianat ,satu mengkhianati pendukung yg sudah mati2 membela 2019,yg satu lagi mengkhianati partai yg sudah membesarkan itu", amaulanaz cak_ipho ferrykoto dan lebih bnyak lagi yg asal bukan jokowi dan prabowo karena sama penghianat satu mengkhianati pendukung yg sudah mati membela yg satu lagi mengkhianati partai yg sudah membesarkan itu
273,Positive,"Tenang pak @Prabowo tenang sj pak, @gibran_tweet sudah mangkir lagi demi utk mempeemalukan   @Fahrihamzah  @andre_rosiade  @fadlizon  @AgusYudhoyono dan  @ajengcute16__ 😁😁 https://t.co/q5DDjQmtJu",tenang pak prabowo tenang sj pak gibran_tweet sudah mangkir lagi demi utk mempeemalukan fahrihamzah andre_rosiade fadlizon agusyudhoyono dan ajengcute __ 
274,Neutral,@TeddGus Tetap Prabowo Gibran 🫰, teddgus tetap prabowo gibran 
275,Negative,@TheArieAir Biar @gibran_tweet yang diskusi sama PRABOWO aja... kelihatan tolol dan dungu nya, thearieair biar gibran_tweet yang diskusi sama prabowo aja kelihatan tolol dan dungu nya
276,Negative,"Belum jadi presiden aja Prabowo bisa lebih berkuasa daripada seorang presiden, bayangin kalau dia punya kekuasaan absolut..  https://t.co/nLf7rE9Uzw",belum jadi presiden aja prabowo bisa lebih berkuasa daripada seorang presiden bayangin kalau dia punya kekuasaan absolut 
277,Negative,"@sandyalfia96694 Kata pak prabowo terima saja itu uang dari rakyat, tp jangan dipilih... Kata pak prabowo loh ya", sandyalfia kata pak prabowo terima saja itu uang dari rakyat tp jangan dipilih kata pak prabowo loh ya
278,Negative,@are_inismyname @Ndons_Back @bengkeldodo @BANGSAygSUJUD @Zero8ok @Royan_02 @Kimberley_2024 @florieliciouss @AndreasSolusi @prabowo @Alie_Fahnoor pengkhianat wowo tegas ngarong apbn utk bisnis pribadi nya ntu betul. ikn jelas dr dampak lingkungan sj merusak efek negatif luar biadab dan fakta sdh banjir  blm hal lain.hal spt ni sj wowo ngga ngerti krn dia cm pengkhianat apalg fans spt lo lbh tolol dr keledai😄, are_inismyname ndons_back bengkeldodo bangsaygsujud zero ok royan_ kimberley_ florieliciouss andreassolusi prabowo alie_fahnoor pengkhianat wowo tegas ngarong apbn utk bisnis pribadi nya ntu betul ikn jelas dr dampak lingkungan sj merusak efek negatif luar biadab dan fakta sdh banjir blm hal lain hal spt ni sj wowo ngga ngerti krn dia cm pengkhianat apalg fans spt lo lbh tolol dr keledai 
279,Neutral,@BANGSAygSUJUD @prabowo @alextham878 @Lembayung071 @Minietweets_ @mpoklela7 @Kimberley_2024 @P4P4B0W0_2024 @bengkeldodo @99propaganda @Chaves1305 @ajengcute16__ No 1 udah paling paten, bangsaygsujud prabowo alextham lembayung minietweets_ mpoklela kimberley_ p w _ bengkeldodo propaganda chaves ajengcute __ no udah paling paten
280,Neutral,"Pilpres 2024: Catat Janji Prabowo-Gibran Sepekan Kampanye, Hilirisasi sampai Dana Abadi Pondok Pesantren - Pemilu https://t.co/413JHhbXAd https://t.co/B3s9FcAwHK #BersamaIndonesiaMaju #PrabowoGemoy #KodeKita08Gemoy",pilpres catat janji prabowo gibran sepekan kampanye hilirisasi sampai dana abadi pondok pesantren pemilu https co s fcawhk bersamaindonesiamaju prabowogemoy kodekita gemoy
281,Neutral,"Pilpres 2024: Catat Janji Prabowo-Gibran Sepekan Kampanye, Hilirisasi sampai Dana Abadi Pondok Pesantren - Pemilu https://t.co/PzsnVSwIAz https://t.co/DfOqSEt7DP #BersamaIndonesiaMaju #PrabowoGemoy #KodeKita08Gemoy",pilpres catat janji prabowo gibran sepekan kampanye hilirisasi sampai dana abadi pondok pesantren pemilu https co dfoqset dp bersamaindonesiamaju prabowogemoy kodekita gemoy
282,Neutral,"Pilpres 2024: Catat Janji Prabowo-Gibran Sepekan Kampanye, Hilirisasi sampai Dana Abadi Pondok Pesantren - Pemilu https://t.co/lRoNzHsNes https://t.co/Cju1ofiWB1 #BersamaIndonesiaMaju #PrabowoGemoy #KodeKita08Gemoy",pilpres catat janji prabowo gibran sepekan kampanye hilirisasi sampai dana abadi pondok pesantren pemilu https co cju ofiwb bersamaindonesiamaju prabowogemoy kodekita gemoy
283,Neutral,"Pilpres 2024: Catat Janji Prabowo-Gibran Sepekan Kampanye, Hilirisasi sampai Dana Abadi Pondok Pesantren - Pemilu https://t.co/u3af4KaYvq https://t.co/yU0CKtirgS #BersamaIndonesiaMaju #PrabowoGemoy #KodeKita08Gemoy",pilpres catat janji prabowo gibran sepekan kampanye hilirisasi sampai dana abadi pondok pesantren pemilu https co yu cktirgs bersamaindonesiamaju prabowogemoy kodekita gemoy
284,Neutral,@Valhallaah @bakamla_ri @HumasBakamlaRI @_TNIAL_ @Puspen_TNI @prabowo @jokowi @ditjen_imigrasi @setkabgoid Klo narkoba bisa tauu aja. Herman. Wkwkwkwk... Kena sogok gk?, valhallaah bakamla_ri humasbakamlari _tnial_ puspen_tni prabowo jokowi ditjen_imigrasi setkabgoid klo narkoba bisa tauu aja herman wkwkwkwk kena sogok gk 
285,Neutral,@golkar_id @prabowo @gibran_tweet Semangat AMIN gass, golkar_id prabowo gibran_tweet semangat amin gass
286,Neutral,@Dennysiregar7 @psi_id @prabowo @gibran_tweet mungkin bibirnya perlu di buat bengkak lagi, dennysiregar psi_id prabowo gibran_tweet mungkin bibirnya perlu di buat bengkak lagi
287,Neutral,@Dennysiregar7 @psi_id @prabowo @gibran_tweet Punya dosa apa kesultanan ampe takut di demo? :v, dennysiregar psi_id prabowo gibran_tweet punya dosa apa kesultanan ampe takut di demo 
288,Neutral,@TeddGus @prabowo Terlatih atw sudah perna beda tetd..🤣🤣 Titip asam sulfat 1🤣🤣, teddgus prabowo terlatih atw sudah perna beda tetd titip asam sulfat 
289,Neutral,"@KompasTV Usulin aja sekalian gak sah ada debat, ganti presentasi atau pidato cawapres. Namanya debat kok gak boleh saling sanggah. Kalian pada lawak @prabowo @gibran_tweet", kompastv usulin aja sekalian gak sah ada debat ganti presentasi atau pidato cawapres namanya debat kok gak boleh saling sanggah kalian pada lawak prabowo gibran_tweet
290,Neutral,@WellyFraisa @alisyarief @prabowo @ridwankamil @AgusYudhoyono @erickthohir @gibran_tweet Analisa yg objektif &amp  cerdas, wellyfraisa alisyarief prabowo ridwankamil agusyudhoyono erickthohir gibran_tweet analisa yg objektif amp cerdas
291,Neutral,"@liputan6dotcom Dulu juga gitu banyak yg deklarasi prabowo sandi, gerbong kosong, yg pilih yg ikut deklarasi doank, ya nggak om", liputan dotcom dulu juga gitu banyak yg deklarasi prabowo sandi gerbong kosong yg pilih yg ikut deklarasi doank ya nggak om
292,Negative,@Chaves1305 @prabowo Skenario jahat? Hsl keputusan MK yg curang? Kita hrs bgmn? YNTKTS., chaves prabowo skenario jahat hsl keputusan mk yg curang kita hrs bgmn yntkts 
293,Neutral,Pak @prabowo mas @Dahnilanzar dapat salam dari mas @Uki23,pak prabowo mas dahnilanzar dapat salam dari mas uki 
294,Neutral,@BANGSAygSUJUD @prabowo @alextham878 @Lembayung071 @Minietweets_ @mpoklela7 @Kimberley_2024 @P4P4B0W0_2024 @bengkeldodo @99propaganda @Chaves1305 @ajengcute16__ tim pak anies yok bismillah ngikut, bangsaygsujud prabowo alextham lembayung minietweets_ mpoklela kimberley_ p w _ bengkeldodo propaganda chaves ajengcute __ tim pak anies yok bismillah ngikut
295,Negative,"@mamamamabiasa @prabowo Sebaiknya Gibran juga cukup goyang-goyang saja seperti beliau, agar gak blunder terus.", mamamamabiasa prabowo sebaiknya gibran juga cukup goyang goyang saja seperti beliau agar gak blunder terus 
296,Negative,@genx36545403 @prabowo @gibran_tweet @jokowi @alextham878 @Alie_Fahnoor @AlmaghribiS @AndreasSolusi @are_inismyname @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @Chaves1305 @florieliciouss nggedabrus 🤣🤣🤣  membuka lapangan kerja kalau sungguh sungguh maka 10 tahun itu sudah waktu yg cukup lama untuk bisa mewujudkan..    kemarin marin kemana kok gak ngasih makan dan susu  gratis ? kok nunggu pemilu ? Sayang duitnya ya ?..  jigong aja yg diberikan  🤣🤣🤣, genx prabowo gibran_tweet jokowi alextham alie_fahnoor almaghribis andreassolusi are_inismyname bangsaygsujud bank_joee_ bengkeldodo chaves florieliciouss nggedabrus membuka lapangan kerja kalau sungguh sungguh maka tahun itu sudah waktu yg cukup lama untuk bisa mewujudkan kemarin marin kemana kok gak ngasih makan dan susu gratis kok nunggu pemilu sayang duitnya ya jigong aja yg diberikan 
297,Neutral,"Jangankan santri, kita juga masyarakat biasa akan mendukung Prabowo-Gibran #BondowosoBersholawat",jangankan santri kita juga masyarakat biasa akan mendukung prabowo gibran bondowosobersholawat
298,Neutral,"@Dennysiregar7 @psi_id @prabowo @gibran_tweet Di Jogja emang kepemimpinannya bersifat teokrasi, baik Kasultanan maupun Pakuaklaman, turun temurun, hal disebabkan keistimewaannya, , jika yg  lainnya ikut, tp kan tetep lewat pemilu, rakyat yg milih, yg ribut dinasti soal pemilu itu hanya alasannya, takut kalah", dennysiregar psi_id prabowo gibran_tweet di jogja emang kepemimpinannya bersifat teokrasi baik kasultanan maupun pakuaklaman turun temurun hal disebabkan keistimewaannya jika yg lainnya ikut tp kan tetep lewat pemilu rakyat yg milih yg ribut dinasti soal pemilu itu hanya alasannya takut kalah
299,Negative,"@Chaves1305 Pertanyaan yang TOLOL ini sih, karena klo dibalik tanya Berapa Triliun kah kerugian negara dan atau daerah yg timbul selama Anies &amp  Ganjar berkuasa.   Klo Prabowo @prabowo kan jelas telah merugikan negara senilai lebih kurang  6 Triliun !   https://t.co/qHKMO1sMsQ", chaves pertanyaan yang tolol ini sih karena klo dibalik tanya berapa triliun kah kerugian negara dan atau daerah yg timbul selama anies amp ganjar berkuasa klo prabowo prabowo kan jelas telah merugikan negara senilai lebih kurang triliun 
300,Neutral,@BANGSAygSUJUD @prabowo @alextham878 @Lembayung071 @Minietweets_ @mpoklela7 @Kimberley_2024 @P4P4B0W0_2024 @bengkeldodo @99propaganda @Chaves1305 @ajengcute16__ ikhlas tapi keras eh, bangsaygsujud prabowo alextham lembayung minietweets_ mpoklela kimberley_ p w _ bengkeldodo propaganda chaves ajengcute __ ikhlas tapi keras eh
301,Negative,"@are_inismyname @Ndons_Back @bengkeldodo @BANGSAygSUJUD @Zero8ok @Royan_02 @Kimberley_2024 @florieliciouss @AndreasSolusi @prabowo @Alie_Fahnoor Ibarat si arin yg kismin,punya duit jg terbatas,isi rumah cicilan,anak2 jg msh bnyak yg stanting,eh tiba2 neng arin ini punya ide cerdas mo bikin rumah baru agar kemiskinan di rumah lama bisa teratasi,dmn isi rmhnya cm buat arin n suami saja,mewah,anak2 mah biar kelaperan", are_inismyname ndons_back bengkeldodo bangsaygsujud zero ok royan_ kimberley_ florieliciouss andreassolusi prabowo alie_fahnoor ibarat si arin yg kismin punya duit jg terbatas isi rumah cicilan anak jg msh bnyak yg stanting eh tiba neng arin ini punya ide cerdas mo bikin rumah baru agar kemiskinan di rumah lama bisa teratasi dmn isi rmhnya cm buat arin suami saja mewah anak mah biar kelaperan
302,Negative,"@Mooncalfdung yg tdinya beban Myanmar mlh mau ikutan dibebanin, awalnya terdapar knp skrng jdi bergelombang gelombang datang dimari ini sih terencana mmng bener negara hrsnya curiga dan terpenting membela rakyat Indonesia itu sendiri @mohmahfudmd @prabowo", mooncalfdung yg tdinya beban myanmar mlh mau ikutan dibebanin awalnya terdapar knp skrng jdi bergelombang gelombang datang dimari ini sih terencana mmng bener negara hrsnya curiga dan terpenting membela rakyat indonesia itu sendiri mohmahfudmd prabowo
303,Neutral,@marlina_idha Breaking: Biden raises the possibility of World War 3 with “American troops fighting Russian troops”    Prabowo Subianto Letnan Jenderal TNI dan President Asli Indonesia    Anies lebih lebih lebih KEBODOHAN......., marlina_idha breaking biden raises the possibility of world war with american troops fighting russian troops prabowo subianto letnan jenderal tni dan president asli indonesia anies lebih lebih lebih kebodohan 
